First Name*,Middle Name,Last Name*,Email*,Phone,Date of Birth,Gender,Marital Status,Job Title,Department,Manager Email,Employment Type,Employment Status,Join Date,Probation End Date,Create User Account? (Yes/No),Username,Password,Access Role,Basic Salary,Housing Allowance,Transport Allowance,Medical Allowance,Lunch Allowance,Other Allowances,Bank Name,Bank Account Number,Bank Branch,Mobile Money Number,National ID*,Passport Number,TIN Number,NSSF Number,Address,City,District,Emergency Contact Name,Emergency Contact Phone,Emergency Contact Relationship,Notes
Stephen,,Nabukenya,stephen.nabukenya@company.co.ug,+256732639627,2005-12-16,Male,Widowed,Training Coordinator,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2018-05-16,2018-11-12,Yes,stephen.nabukenya,Welcome2025!,Employee,9136976,600000,0,0,0,0,Absa Bank,7169734857,Central Branch,,CM944214413707,,3667186232,,"Plot 38, Bombo Road",Mbarara,Mbarara,Charles Asiimwe,+256716060748,Spouse,
Brenda,,Nabukenya,brenda.nabukenya@company.co.ug,+256758995485,2001-11-15,Female,Widowed,Software Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2018-07-24,2019-01-20,No,,,,6889805,0,550000,0,200000,0,Centenary Bank,5487039317,Central Branch,,CM765186458055,,,51134768-58,"Plot 86, Old Kampala Road",Gulu,Gulu,Joseph Nabukeera,+256715437707,Friend,
Simon,,Akello,simon.akello@company.co.ug,+256723389877,1979-09-17,Male,Married,Procurement Officer,Operations,,Full-time,Active,2022-07-16,,No,,,,2685844,500000,250000,0,250000,0,Equity Bank,8110587793,Kampala Branch,+256751110965,CM746386683202,,,,"Plot 102, Entebbe Road",Gulu,Mukono,Brian Kato,+256753565457,Sibling,
Grace,,Mbabazi,grace.mbabazi@company.co.ug,+256738006726,1989-03-19,Female,Single,Project Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2019-03-26,,Yes,grace.mbabazi,Welcome2025!,Employee,4158358,0,0,400000,200000,0,Centenary Bank,4813269869,Central Branch,,CM776372376837,,,,"Plot 18, Ggaba Road",Jinja,Mukono,Brian Byaruhanga,+256780500996,Sibling,
Joseph,,Akello,joseph.akello@company.co.ug,+256761415531,1999-06-17,Male,Divorced,Recruitment Specialist,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2015-01-07,,No,,,,9374248,0,250000,300000,150000,0,DFCU Bank,6601204571,Central Branch,,CM950889538672,,,43038626-64,"Plot 83, Old Kampala Road",Gulu,Mbale,Charles Nalwanga,+256746217088,Spouse,
Peter,,Nabukenya,peter.nabukenya@company.co.ug,+256716943109,1977-11-08,Male,Single,Business Development Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2016-10-06,,No,,,,9289512,1600000,700000,0,300000,0,Bank of Africa,7603087872,Central Branch,,CM905775772231,,,,"Plot 97, Ggaba Road",Mbale,Wakiso,Grace Nabukeera,+256779284223,Friend,
Charles,,Apio,charles.apio@company.co.ug,+256779013921,1999-07-11,Male,Divorced,Department Manager,Management,manager.management@company.co.ug,Contract,Active,2025-04-20,,No,,,,5545365,0,0,550000,250000,0,Equity Bank,7931849998,Kampala Main,+256753220879,CM963078854000,,8880398116,45988211-18,"Plot 138, Nakasero",Fort Portal,Mbale,Geoffrey Nalwanga,+256779522102,Spouse,
Patrick,,Nabukenya,patrick.nabukenya@company.co.ug,+256739279945,2000-11-05,Male,Widowed,Admin Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2018-12-16,,No,,,,2666858,0,700000,200000,0,0,Stanbic Bank,9719766068,Kampala Main,,CM747190047172,,,,"Plot 215, Nakasero",Jinja,Jinja,Gloria Apio,+256785602252,Child,
Esther,,Nabukeera,esther.nabukeera@company.co.ug,+256724568890,1983-02-16,Female,Single,Sales Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2017-11-26,,No,,,,5907849,1300000,0,550000,250000,0,Equity Bank,7886503888,Central Branch,+256755159735,CM875676036689,,7206411918,47240044-53,"Plot 140, Nakasero",Gulu,Kampala,Francis Kiwanuka,+256744947891,Friend,
Peter,,Mbabazi,peter.mbabazi@company.co.ug,+256731897664,1997-03-13,Male,Widowed,Procurement Officer,Operations,,Contract,Active,2023-08-26,2024-02-22,No,,,,6929421,800000,650000,200000,300000,0,Stanbic Bank,1279052099,Kampala Main,,CM768665185117,,6152553091,,"Plot 55, Entebbe Road",Mbarara,Wakiso,Simon Apio,+256728245637,Sibling,
John,Patrick,Kato,john.kato@company.co.ug,+256752667456,1994-01-20,Male,Divorced,Admin Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2024-11-16,,Yes,john.kato,Welcome2025!,Supervisor,1784785,700000,0,300000,250000,200000,Bank of Africa,5532738523,Kampala Branch,,CM932903045405,,,,"Plot 74, Old Kampala Road",Kampala,Gulu,Brenda Byaruhanga,+256734361892,Friend,
Mary,,Nalwanga,mary.nalwanga@company.co.ug,+256711801116,1993-03-20,Female,Married,HR Manager,Human Resources,,Full-time,Active,2023-01-21,,No,,,,5106204,1000000,0,0,150000,900000,Equity Bank,2701970322,Central Branch,+256756810204,CM977905991785,,6429317904,75536894-75,"Plot 215, Ggaba Road",Masaka,Gulu,Simon Okello,+256779169108,Friend,
Lydia,Faith,Ssekitto,lydia.ssekitto@company.co.ug,+256730099320,1976-12-16,Female,Single,HR Manager,Human Resources,manager.humanresources@company.co.ug,Contract,Active,2017-02-02,,Yes,lydia.ssekitto,Welcome2025!,Admin,2488195,1100000,600000,500000,150000,0,Absa Bank,7047421037,Kampala Main,,CM913048337991,,,38031133-98,"Plot 38, Bombo Road",Masaka,Mukono,Brenda Kato,+256730047178,Parent,
Esther,Faith,Mbabazi,esther.mbabazi@company.co.ug,+256797013183,1992-10-20,Female,Widowed,Training Coordinator,Human Resources,manager.humanresources@company.co.ug,Contract,Active,2018-11-05,,Yes,esther.mbabazi,Welcome2025!,Admin,1552989,0,400000,400000,250000,1100000,DFCU Bank,7162365779,Central Branch,,CM856013082621,,9462187997,,"Plot 12, Bombo Road",Fort Portal,Mbale,John Kato,+256720583545,Parent,
Nakato,,Nalwanga,nakato.nalwanga@company.co.ug,+256703564852,2000-03-22,Female,Single,Recruitment Specialist,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2016-04-07,2016-10-04,No,,,,4702931,900000,850000,550000,300000,400000,DFCU Bank,2057365928,Kampala Branch,,CM901315828674,,5501725629,,"Plot 68, Nakasero",Entebbe,Wakiso,Geoffrey Mukasa,+256760551629,Child,
Gloria,,Tumwebaze,gloria.tumwebaze@company.co.ug,+256799586678,1998-08-04,Female,Married,Software Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2016-05-06,,Yes,gloria.tumwebaze,Welcome2025!,Supervisor,3895204,1500000,700000,250000,150000,0,Centenary Bank,4283767498,Central Branch,,CM855123337854,,4520068520,95923801-94,"Plot 71, Entebbe Road",Mbarara,Mbarara,David Nalwanga,+256744098176,Friend,
Grace,Gloria,Nabukenya,grace.nabukenya@company.co.ug,+256771744807,1984-09-09,Female,Married,Senior Accountant,Finance,manager.finance@company.co.ug,Full-time,Active,2019-01-04,,No,,,,5006901,1100000,850000,550000,100000,900000,Absa Bank,4171039090,Kampala Main,+256754415356,CM703570935476,,3985568603,55968135-18,"Plot 154, Ggaba Road",Entebbe,Mbale,Brian Nabukenya,+256700442065,Sibling,
Faith,,Ssekitto,faith.ssekitto@company.co.ug,+256757539927,1981-11-24,Female,Divorced,Sales Executive,Sales,manager.sales@company.co.ug,Contract,Active,2022-11-05,,No,,,,6025560,1400000,500000,300000,100000,800000,Equity Bank,8463800915,Central Branch,+256757314769,CM858283366422,,7696316525,,"Plot 159, Old Kampala Road",Jinja,Wakiso,Simon Akello,+256784168330,Spouse,
Geoffrey,,Mbabazi,geoffrey.mbabazi@company.co.ug,+256793555465,1987-12-20,Male,Single,Senior Accountant,Finance,,Full-time,Active,2014-06-30,,Yes,geoffrey.mbabazi,Welcome2025!,Employee,5803220,0,350000,0,100000,900000,Centenary Bank,8731220376,Kampala Branch,,CM989935671528,,2283069879,66298357-81,"Plot 127, Entebbe Road",Masaka,Mbarara,Gloria Okello,+256732707597,Spouse,
Stephen,,Kato,stephen.kato@company.co.ug,+256756745416,1987-07-14,Male,Divorced,Operations Manager,Operations,,Full-time,Active,2022-03-26,,Yes,stephen.kato,Welcome2025!,Admin,3797419,1600000,450000,0,100000,0,Equity Bank,7566195700,Central Branch,+256759890220,CM973867562678,,2219885676,,"Plot 94, Entebbe Road",Fort Portal,Mbarara,Nantongo Ssekitto,+256741760329,Friend,
Francis,,Okello,francis.okello@company.co.ug,+256795242125,1993-12-20,Male,Single,Department Manager,Management,manager.management@company.co.ug,Contract,Active,2015-08-08,2016-02-04,Yes,francis.okello,Welcome2025!,Supervisor,3590133,700000,500000,200000,100000,0,Absa Bank,5381814102,Central Branch,+256752356998,CM841787873908,,1812541710,91625827-66,"Plot 67, Ggaba Road",Gulu,Wakiso,Geoffrey Ssekitto,+256752193641,Friend,
Gloria,Patrick,Okello,gloria.okello@company.co.ug,+256796026219,1992-01-12,Female,Single,Auditor,Finance,manager.finance@company.co.ug,Full-time,Active,2020-02-29,,Yes,gloria.okello,Welcome2025!,Employee,7974481,600000,650000,350000,250000,100000,Absa Bank,2943750952,Kampala Main,,CM995029732195,,5058374284,87100761-91,"Plot 17, Old Kampala Road",Fort Portal,Wakiso,Esther Nakandi,+256727720881,Friend,
Peter,,Apio,peter.apio@company.co.ug,+256736286229,1995-04-26,Male,Divorced,Auditor,Finance,,Contract,Active,2019-04-25,2019-10-22,Yes,peter.apio,Welcome2025!,Employee,6395568,1200000,850000,0,150000,500000,Bank of Africa,6720930379,Kampala Branch,,CM824158423622,,9130311989,,"Plot 72, Nakasero",Mbarara,Wakiso,Lydia Mukasa,+256762968412,Child,
Doreen,,Nabukeera,doreen.nabukeera@company.co.ug,+256767423306,1981-01-28,Female,Divorced,General Manager,Management,,Full-time,Active,2021-10-02,,No,,,,3734712,400000,550000,200000,100000,900000,Equity Bank,6077262560,Central Branch,,CM829486329737,,,74401574-49,"Plot 170, Bombo Road",Entebbe,Gulu,Simon Ssekitto,+256723322577,Friend,
David,,Nalwanga,david.nalwanga@company.co.ug,+256704237025,1980-09-13,Male,Divorced,Sales Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2022-03-07,2022-09-03,No,,,,3670402,1200000,0,500000,250000,1100000,Stanbic Bank,7972873280,Kampala Main,,CM971331326473,,,,"Plot 134, Ggaba Road",Entebbe,Gulu,Ronald Ssekitto,+256715704660,Parent,
Francis,,Nabukeera,francis.nabukeera@company.co.ug,+256701240789,1992-06-01,Male,Widowed,Electrical Engineer,Engineering,,Full-time,Active,2019-09-29,,No,,,,1891545,1300000,700000,0,0,1000000,Bank of Africa,6853970055,Kampala Main,,CM923543616420,,,,"Plot 209, Nakasero",Mbarara,Wakiso,John Okello,+256775516600,Friend,
Moses,Nantongo,Nalwanga,moses.nalwanga@company.co.ug,+256732989263,1984-12-26,Male,Divorced,Procurement Officer,Operations,,Full-time,Active,2018-08-10,2019-02-06,Yes,moses.nalwanga,Welcome2025!,Admin,6101700,1100000,0,400000,200000,600000,Bank of Africa,1266578915,Kampala Main,+256756095866,CM722763195944,,,64108593-35,"Plot 216, Ggaba Road",Mbale,Wakiso,Joseph Mbabazi,+256780515934,Spouse,
Nakato,David,Akello,nakato.akello@company.co.ug,+256797875087,1981-12-23,Female,Single,Procurement Officer,Operations,,Full-time,Active,2015-09-04,2016-03-02,Yes,nakato.akello,Welcome2025!,Admin,5966454,1300000,400000,550000,100000,0,Centenary Bank,8596606883,Kampala Branch,+256753560919,CM928033974748,,,84272223-80,"Plot 113, Entebbe Road",Fort Portal,Mbale,Doreen Tumwebaze,+256741904240,Parent,
Moses,,Byaruhanga,moses.byaruhanga@company.co.ug,+256778726101,1979-09-19,Male,Divorced,Project Manager,Management,manager.management@company.co.ug,Contract,Active,2023-06-14,2023-12-11,Yes,moses.byaruhanga,Welcome2025!,Admin,5645811,1600000,450000,0,200000,0,Centenary Bank,1865436481,Central Branch,+256752375009,CM756707686236,,7040894400,,"Plot 58, Bombo Road",Jinja,Jinja,Francis Mukasa,+256793774629,Child,
Prossy,Nakato,Nalwanga,prossy.nalwanga@company.co.ug,+256728663165,2001-02-20,Female,Widowed,Civil Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2024-07-14,2025-01-10,Yes,prossy.nalwanga,Welcome2025!,Supervisor,9073437,0,550000,300000,0,0,Stanbic Bank,8160056216,Kampala Main,+256751540237,CM821402845073,,1986136477,38261391-20,"Plot 108, Nakasero",Gulu,Wakiso,Mary Kiwanuka,+256702640874,Sibling,
Simon,,Tumwebaze,simon.tumwebaze@company.co.ug,+256794306666,1989-02-20,Male,Single,Operations Manager,Operations,manager.operations@company.co.ug,Full-time,Active,2017-07-30,,No,,,,4398642,1500000,400000,0,200000,200000,Bank of Africa,2996135716,Kampala Branch,,CM844525715958,,,53759836-44,"Plot 116, Nakasero",Gulu,Wakiso,Grace Mbabazi,+256756531277,Parent,
Sarah,,Nakandi,sarah.nakandi@company.co.ug,+256715022933,1985-01-16,Female,Divorced,Recruitment Specialist,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2017-01-17,,No,,,,1976424,1200000,200000,300000,0,0,DFCU Bank,8391040499,Central Branch,,CM798452404003,,9668643396,,"Plot 78, Ggaba Road",Entebbe,Mukono,Nakato Mbabazi,+256745393102,Parent,
Brian,,Apio,brian.apio@company.co.ug,+256790443862,1982-06-25,Male,Divorced,Project Manager,Management,,Full-time,Active,2017-02-25,,No,,,,8953616,300000,550000,150000,100000,700000,Equity Bank,5513352224,Kampala Branch,+256752704584,CM941925479717,,5079484611,,"Plot 96, Ggaba Road",Fort Portal,Gulu,Francis Nalwanga,+256757291818,Spouse,
James,Brian,Akello,james.akello@company.co.ug,+256708265052,1986-02-23,Male,Widowed,Project Engineer,Engineering,manager.engineering@company.co.ug,Contract,Active,2017-09-11,,No,,,,4901565,900000,750000,0,0,0,DFCU Bank,3455639348,Central Branch,+256752614725,CM724030938854,,7934130507,60225699-93,"Plot 56, Old Kampala Road",Mbarara,Kampala,Charles Nabukeera,+256701417910,Friend,
Grace,,Akello,grace.akello@company.co.ug,+256730081763,2002-05-15,Female,Married,Accountant,Finance,manager.finance@company.co.ug,Full-time,Active,2024-10-22,,No,,,,5747949,1700000,300000,300000,250000,200000,Equity Bank,2215648522,Kampala Branch,,CM862955174249,,,72531718-71,"Plot 137, Entebbe Road",Kampala,Jinja,Stephen Nakandi,+256796925113,Friend,
Ronald,,Byaruhanga,ronald.byaruhanga@company.co.ug,+256706847144,1998-04-16,Male,Divorced,General Manager,Management,,Full-time,Active,2021-02-14,,No,,,,3090442,900000,700000,0,0,0,Equity Bank,3770157321,Kampala Branch,+256752762623,CM771371362843,,,82027395-34,"Plot 147, Nakasero",Kampala,Jinja,Joseph Apio,+256700570331,Parent,
John,,Nabukenya,john.nabukenya@company.co.ug,+256727923598,1992-04-28,Male,Single,Training Coordinator,Human Resources,,Full-time,Active,2020-08-20,,Yes,john.nabukenya,Welcome2025!,Employee,7516037,1100000,250000,450000,250000,0,Bank of Africa,8715630665,Kampala Main,,CM805080227076,,,,"Plot 94, Nakasero",Masaka,Gulu,Prossy Tumwebaze,+256798317632,Parent,
Achen,,Apio,achen.apio@company.co.ug,+256766601885,1985-01-04,Female,Married,Project Manager,Management,manager.management@company.co.ug,Full-time,Active,2016-05-05,2016-11-01,Yes,achen.apio,Welcome2025!,Admin,3017983,0,0,0,0,0,Bank of Africa,2406058741,Kampala Branch,,CM949281509875,,,81866358-56,"Plot 169, Entebbe Road",Jinja,Mukono,Namukwaya Nabukenya,+256758010869,Friend,
Rebecca,,Nakandi,rebecca.nakandi@company.co.ug,+256741221564,1997-06-03,Female,Single,Procurement Officer,Operations,,Part-time,Active,2018-09-29,,Yes,rebecca.nakandi,Welcome2025!,Supervisor,2836828,1400000,0,550000,0,0,Equity Bank,1549850985,Kampala Branch,,CM906178154074,,5854197946,,"Plot 91, Ggaba Road",Fort Portal,Mbale,Doreen Byaruhanga,+256748180669,Friend,
Achen,,Ssekitto,achen.ssekitto@company.co.ug,+256711332422,1975-11-01,Female,Married,Admin Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2020-10-15,,Yes,achen.ssekitto,Welcome2025!,Admin,7354235,0,600000,550000,0,0,Absa Bank,3801916210,Kampala Main,,CM985689624721,,,70070581-70,"Plot 87, Entebbe Road",Entebbe,Gulu,Esther Kiwanuka,+256776763204,Child,
Faith,,Mbabazi,faith.mbabazi@company.co.ug,+256739805184,2005-05-14,Female,Single,Executive Director,Management,manager.management@company.co.ug,Full-time,Active,2019-02-18,,Yes,faith.mbabazi,Welcome2025!,Supervisor,7936702,600000,400000,400000,150000,0,Bank of Africa,7097421408,Kampala Branch,,CM799331437478,,8420482649,,"Plot 38, Bombo Road",Fort Portal,Kampala,Lydia Kato,+256783684312,Child,
Brenda,,Kato,brenda.kato@company.co.ug,+256764328042,1984-02-06,Female,Married,Training Coordinator,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2014-05-17,,No,,,,3564920,1000000,250000,350000,250000,0,Absa Bank,3808170222,Kampala Main,+256752695011,CM811290444422,,,80942945-91,"Plot 135, Bombo Road",Mbarara,Mbarara,Brenda Tumwebaze,+256713088129,Child,
Esther,,Tumwebaze,esther.tumwebaze@company.co.ug,+256740951017,1990-03-08,Female,Single,HR Manager,Human Resources,,Full-time,Active,2018-09-01,,No,,,,5844042,300000,600000,400000,150000,0,Absa Bank,7416171482,Kampala Main,,CM980343198778,,,80519037-64,"Plot 22, Bombo Road",Masaka,Mbarara,Nantongo Kato,+256737276131,Spouse,
Prossy,,Nakandi,prossy.nakandi@company.co.ug,+256704320899,1997-08-23,Female,Married,General Manager,Management,manager.management@company.co.ug,Full-time,Active,2021-12-16,,No,,,,1873945,1400000,300000,0,200000,700000,DFCU Bank,2275823148,Kampala Main,,CM873380294597,,,,"Plot 152, Entebbe Road",Gulu,Wakiso,Joseph Kiwanuka,+256720944976,Spouse,
James,,Mukasa,james.mukasa@company.co.ug,+256743393351,2003-12-16,Male,Married,Payroll Officer,Finance,,Full-time,Active,2021-06-19,2021-12-16,No,,,,6465651,300000,700000,0,150000,0,Equity Bank,1859476567,Kampala Main,+256753355767,CM804911783976,,,,"Plot 122, Nakasero",Entebbe,Mbarara,Charles Nabukenya,+256799175570,Parent,
Brenda,,Ssekitto,brenda.ssekitto@company.co.ug,+256710092417,1991-05-02,Female,Divorced,Logistics Coordinator,Operations,manager.operations@company.co.ug,Full-time,Active,2014-02-14,2014-08-13,No,,,,5309751,1200000,800000,300000,0,1000000,Absa Bank,9201042450,Kampala Main,,CM854714505323,,,67131728-86,"Plot 194, Ggaba Road",Entebbe,Jinja,Nantongo Akello,+256706336757,Spouse,
Stephen,,Asiimwe,stephen.asiimwe@company.co.ug,+256724262961,1995-04-20,Male,Married,Mechanical Engineer,Engineering,manager.engineering@company.co.ug,Contract,Active,2022-03-31,,No,,,,6520670,1600000,0,0,200000,1000000,Stanbic Bank,1612374577,Kampala Main,,CM867674045257,,,,"Plot 80, Old Kampala Road",Jinja,Mukono,Ronald Okello,+256714836053,Sibling,
Joseph,,Mukasa,joseph.mukasa@company.co.ug,+256715316361,1983-03-20,Male,Married,Software Engineer,Engineering,,Full-time,Active,2018-01-25,2018-07-24,No,,,,1568872,1400000,650000,150000,100000,1000000,DFCU Bank,2216589996,Kampala Branch,+256754954417,CM819701028195,,1190027044,,"Plot 131, Ggaba Road",Kampala,Wakiso,Grace Akello,+256710240705,Parent,
Geoffrey,,Akello,geoffrey.akello@company.co.ug,+256727645835,2002-07-24,Male,Single,Auditor,Finance,manager.finance@company.co.ug,Contract,Active,2020-04-09,,No,,,,2531806,0,500000,0,100000,0,Stanbic Bank,3306455399,Central Branch,,CM856091022105,,,87246900-56,"Plot 39, Nakasero",Masaka,Gulu,Simon Asiimwe,+256759929172,Sibling,
Esther,,Nabukenya,esther.nabukenya@company.co.ug,+256790983244,2000-09-17,Female,Married,Financial Analyst,Finance,manager.finance@company.co.ug,Contract,Active,2025-03-24,2025-09-20,Yes,esther.nabukenya,Welcome2025!,Admin,4536268,1200000,300000,300000,0,0,Stanbic Bank,6904960144,Kampala Main,,CM873700406961,,,,"Plot 133, Entebbe Road",Mbale,Jinja,Ronald Asiimwe,+256777551042,Spouse,
Samuel,,Nalwanga,samuel.nalwanga@company.co.ug,+256764606812,1980-10-23,Male,Widowed,HR Officer,Human Resources,,Full-time,Active,2020-03-16,,No,,,,7743781,600000,600000,350000,150000,100000,Bank of Africa,6976694531,Kampala Branch,,CM832973605038,,,87942031-66,"Plot 202, Old Kampala Road",Fort Portal,Gulu,Lydia Nabukeera,+256740471396,Friend,
Rebecca,,Kato,rebecca.kato@company.co.ug,+256719899530,1980-11-17,Female,Single,Software Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2025-01-04,,Yes,rebecca.kato,Welcome2025!,Supervisor,2824253,1100000,0,350000,0,800000,Equity Bank,4276789258,Central Branch,+256758899205,CM873270266900,,1741811913,31567987-70,"Plot 160, Nakasero",Masaka,Mukono,Gloria Kiwanuka,+256717340072,Friend,
Simon,,Mukasa,simon.mukasa@company.co.ug,+256784220347,1977-05-01,Male,Single,Senior Accountant,Finance,manager.finance@company.co.ug,Full-time,Active,2024-04-05,,No,,,,8634184,0,850000,500000,300000,1100000,Absa Bank,6157614851,Kampala Branch,+256759782261,CM795422578555,,,81629833-36,"Plot 102, Bombo Road",Kampala,Mukono,David Nabukeera,+256767137413,Friend,
Nakato,,Nabukenya,nakato.nabukenya@company.co.ug,+256795921054,1992-04-23,Female,Single,Business Development Manager,Sales,manager.sales@company.co.ug,Contract,Active,2014-08-20,,No,,,,7941088,900000,500000,150000,300000,0,Equity Bank,1702707293,Kampala Branch,,CM886862809943,,,,"Plot 156, Ggaba Road",Jinja,Mbarara,Geoffrey Nakandi,+256710722745,Spouse,
Faith,Francis,Mbabazi,faith.mbabazi@company.co.ug,+256707847789,2001-03-10,Female,Widowed,General Manager,Management,,Part-time,Active,2020-07-31,,Yes,faith.mbabazi,Welcome2025!,Admin,8611218,1300000,0,200000,300000,100000,Stanbic Bank,5482958228,Kampala Main,,CM882087384916,,7865018101,,"Plot 130, Bombo Road",Fort Portal,Wakiso,Moses Ssekitto,+256714538213,Spouse,
